series,season,episode,episode_code,bool_response,explanation
TR,1,7,TRS01E07,No,
TR,1,8,TRS01E08,Yes,"There are explicit and implicit references to issues of race, prejudice, and discrimination throughout the episode. Dr. Okafor directly states, 'I was invited because I'm black. Apparently diversity matters,' which is an explicit acknowledgment of tokenism and racial bias in professional settings. There is also a significant subplot involving the Indian-American character Devon Pravesh and his family, which discusses issues of class, caste, and immigrant experience, including assumptions and microaggressions about his family's background ('Folks hear the accent and assume that he's beneath them'). The episode also touches on broader systemic inequalities, such as the illegal dumping of homeless patients by hospitals, which can disproportionately affect marginalized racial and socioeconomic groups. These elements together indicate that the topics of racism, racial discrimination, and prejudice are both mentioned and implied."
TR,1,9,TRS01E09,No,
TR,1,10,TRS01E10,No,
TR,1,11,TRS01E11,No,
TR,1,12,TRS01E12,No,
TR,1,13,TRS01E13,Yes,"There are several implicit references to issues of race and systemic inequality. Dr. AJ Austin, a Black cardiothoracic surgeon, is introduced with emphasis on his exceptional skill, which can sometimes be a marker for discussing underrepresentation or bias in medicine. There are also references to ex-cons being hired by Claudia, and the group of her supporters (Felix, Mambo, Raq) are coded as people of color and former criminals, which touches on racialized stereotypes and systemic barriers to employment. Claudia is described as 'uninsured,' and there is concern about her being 'turfed' from the hospital, which can reflect systemic healthcare disparities that disproportionately affect racial minorities. The dialogue about raising money for an expensive drug for an uninsured patient, and the involvement of police and ex-cons in the fundraising, further hints at systemic inequalities. Additionally, Dr. Austin's monologue about his background—being adopted by parents who 'look like Chow Yun-Fat' and 'Mary J. Blige,' and being 'left-for-dead'—touches on issues of racial identity, adoption, and feeling discarded by society. While there are no explicit mentions of racism or racial slurs, the episode contains implicit references to racial prejudice, stereotypes, and systemic discrimination."
TR,1,14,TRS01E14,Yes,"There are a few implicit references to race and possible racial prejudice. Notably, Dr. AJ Austin refers to Micah as 'the brother' and comments on 'the cast of Deliverance assisting,' which could be interpreted as a reference to the racial makeup or stereotypes of the surgical team. The use of 'the brother' is a colloquial term often used to refer to a Black man, and the 'Deliverance' comment alludes to rural white stereotypes. While these are not overt acts of racism or discrimination, they do invoke racial identity and stereotypes, suggesting the presence of racial dynamics in the episode."
TR,2,1,TRS02E01,Yes,"There are a few implicit references to race and racial identity. The line 'Are you willing to lay your head next to mine as Bell lowers a steel blade to the back of our beautiful ebony necks?' references the character's Black identity, and the use of 'ebony' in this context may allude to the risks Black professionals face in high-stakes environments, which can be read as a subtle nod to systemic or workplace bias. Additionally, there are brief references to characters' ethnic backgrounds (e.g., 'half Asian girl' when describing Phoebe). While there are no explicit discussions of racism or racial prejudice, these references to race and identity, as well as the context of professional risk, suggest the topic is at least implicitly present."
TR,2,2,TRS02E02,No,
TR,2,3,TRS02E03,No,
TR,2,4,TRS02E04,No,
TR,2,5,TRS02E05,No,
TR,2,6,TRS02E06,No,
TR,2,7,TRS02E07,No,
TR,2,8,TRS02E08,Yes,"There is an explicit mention of racism when a character says, 'A touch of racism from a paranoid wife.' Additionally, there are implicit references, such as a patient’s wife expressing doubt about an 'Indian doctor' being the only one to see them, which suggests racial prejudice or bias. These elements indicate the presence of racism or racial prejudice in the episode."
TR,2,9,TRS02E09,No,
TR,2,10,TRS02E10,No,
TR,2,11,TRS02E11,No,
TR,2,12,TRS02E12,No,
TR,2,13,TRS02E13,No,
TR,2,14,TRS02E14,No,
TR,2,15,TRS02E15,Yes,"There are several references that suggest the presence of racial topics, both explicit and implicit. Explicitly, the dialogue discusses how triple-negative breast cancer is more common and more fatal among Nigerian women, particularly those with the BRCA gene mutation, and notes the limited access to healthcare in Nigeria compared to the U.S. There is also mention of a Nigerian surgeon transforming healthcare in rural Nigeria, and discussion of the challenges faced by women there due to lack of access to healthcare and screenings. Implicitly, there are references to the immigrant experience, such as Mina leaving Nigeria and her family, and the contrast between opportunities and healthcare in Nigeria versus America. The episode also touches on issues of systemic inequality in healthcare access based on geography and, by extension, race and ethnicity."
TR,2,16,TRS02E16,No,
TR,2,17,TRS02E17,No,
TR,2,18,TRS02E18,No,
TR,2,19,TRS02E19,No,
TR,2,20,TRS02E20,Yes,"The subtitles explicitly discuss racial bias and systemic inequalities in healthcare, particularly regarding the treatment of Black women during childbirth. There are direct references to unconscious bias, racial disparities in maternal mortality ('it's four times more likely to happen to black women'), and a confrontation between doctors about whether a Black patient was deprioritized because of her race. The hospital's response includes plans to address racial bias. These elements clearly indicate that racism and racial prejudice are both mentioned and implied in the episode."
TR,2,21,TRS02E21,No,
TR,2,22,TRS02E22,No,
TR,2,23,TRS02E23,No,
TR,3,1,TRS03E01,No,
TR,3,2,TRS03E02,Yes,"There is an explicit reference to racial disparities in healthcare when a character says, 'I've watched too many women, particularly women of color, be harmed because no one was looking out for them. You know that as well as anyone.' This line acknowledges systemic inequalities and prejudice faced by women of color in the medical system. Additionally, there are implicit references to adoption, family separation, and the challenges faced by characters of color, but the explicit mention of racial disparities in care is sufficient to confirm the presence of the topic."
TR,3,3,TRS03E03,No,
TR,3,4,TRS03E04,Yes,"The subtitles contain multiple explicit references to racism and racial prejudice. There are characters who do not want to be treated by the 'black doctor' or the 'Indian kid,' and a patient who says, 'I don't want the brown guy touching me.' There are also discussions about being on a billboard as a black doctor, and a character is told he is only 'filling a quota.' The episode also depicts microaggressions and systemic bias, such as skepticism about the competence of doctors of color and threats from racist characters. These elements make the presence of racism and racial prejudice both explicit and central to the episode."
TR,3,5,TRS03E05,No,
TR,3,6,TRS03E06,Yes,"There are implicit references to race and racial experience. In a conversation between Dr. Austin and his biological mother, she mentions that 'it was a time when there were almost no doctors who looked like me,' indicating her experience as a minority in medicine and the significance of racial representation. She also describes looking for her son in the eyes of 'little boys... with the right color of skin,' which is an implicit reference to race and racial identity. These moments suggest the presence of racial themes, even if explicit racism or prejudice is not directly depicted."
TR,3,7,TRS03E07,No,
TR,3,8,TRS03E08,Yes,"There are several implicit references to race and ethnicity throughout the episode. For example, the conversation about AJ's multicultural family, including his black and Asian heritage, and the discussion of celebrating Thanksgiving with Peking duck as a nod to Chinese culture, touches on racial and cultural identity. Additionally, the hospital administrator mentions a new surgeon being 'young, charismatic and diverse,' suggesting the hospital is interested in promoting diversity for PR reasons, which hints at systemic issues around race and representation. While there are no explicit instances of racism or racial prejudice, these discussions of identity, diversity, and cultural heritage imply the presence of race-related themes."
TR,3,9,TRS03E09,No,
TR,3,10,TRS03E10,No,
TR,3,11,TRS03E11,No,
TR,3,12,TRS03E12,No,
TR,3,13,TRS03E13,No,
TR,3,14,TRS03E14,No,
TR,3,15,TRS03E15,No,
TR,3,16,TRS03E16,No,
TR,3,17,TRS03E17,No,
TR,3,18,TRS03E18,No,
TR,3,19,TRS03E19,No,
TR,3,20,TRS03E20,No,
TR,4,1,TRS04E01,Yes,"There is an explicit reference to racism and racial prejudice when a character says, 'This morning, a woman, a total stranger, called me a bat eater. I'm sorry. That's terrible. The ""China Virus,"" the ""Kung Flu."" I was born in Savannah. This is being used to turn us all against each other.' This dialogue directly addresses anti-Asian racism and xenophobia related to COVID-19. Additionally, the episode includes diverse characters and references to their backgrounds (e.g., Devon's family, Mina's background), but the explicit mention of racial slurs and prejudice confirms the presence of the topic."
TR,4,2,TRS04E02,Yes,"The episode contains explicit and implicit references to racism, racial prejudice, and systemic inequalities. For example, Congresswoman Randall discusses her campaign to become the first Black female governor of Georgia, highlighting the significance of her race and gender. There is a conversation between two Black surgeons (Cain and another character) about being 'discounted' regardless of their talent, referencing the racial barriers and discrimination they face in the medical field. The phrase 'system that's been rigged against us' and the discussion of 'systemic racism' further make the topic explicit. Additionally, Devon shares a story about his father dying in an under-resourced public hospital in a 'poor brown neighborhood,' pointing to systemic racial inequalities in healthcare. These references make the presence of racism and racial prejudice clear in both direct discussion and narrative context."
TR,4,3,TRS04E03,Yes,"There is an explicit reference to systemic racial inequality in the line: 'My father, he died alone because his public hospital in a poor brown neighborhood didn't have enough resources to save him.' This statement directly connects the lack of medical resources to the racial and socioeconomic status of the neighborhood, implying systemic racial disparities in healthcare. Additionally, there is a scene where two Black doctors discuss their hopes for camaraderie as 'brothers' in the hospital, which implicitly references shared experiences related to race in a professional setting."
TR,4,4,TRS04E04,Yes,"There are several references that suggest the presence of racism, racial discrimination, or racial prejudice. Mina discusses her visa denial and the difficulties Nigerians face immigrating to the U.S. since February 2020, which is an implicit reference to systemic discrimination based on nationality and, by extension, race/ethnicity. There is also a conversation about participating in protests after George Floyd was murdered, which directly references racial injustice and the Black Lives Matter movement. Additionally, Devon and his mother discuss the systemic failures that contributed to his father's death, which can be interpreted as a reference to racial disparities in healthcare and systemic inequalities. These elements together indicate that the topic of racism or racial prejudice is present in the episode."
TR,4,5,TRS04E05,No,
TR,4,6,TRS04E06,Yes,"There are implicit references to systemic inequalities and racial disparities in healthcare. For example, Dr. Pravesh and another character discuss how public hospitals are under-resourced and how Dr. Pravesh's father died alone in a public hospital, overlooked, and that if it was private, he might have lived. This conversation alludes to the real-world issue of racial and socioeconomic disparities in healthcare access and outcomes. Additionally, there is a brief exchange where one character refers to another as 'brother,' which, in context, may be a nod to shared experiences as people of color in the medical system. There are also references to immigration issues affecting Dr. Mina, which can intersect with racial and ethnic discrimination. While there are no explicit mentions of racism or racial slurs, the episode does touch on themes of systemic inequality and bias."
TR,4,7,TRS04E07,Yes,"There is an explicit reference to racial prejudice and systemic bias in the medical field. In the interaction between Dr. Pravesh and Rose, a patient with sickle cell disease, Rose expresses frustration at having to 'school' doctors about her disease and notes that 'many patients of color aren't heard.' Dr. Pravesh acknowledges this, saying he knows from personal experience that this is true. This dialogue directly addresses the issue of racial bias and the unique challenges faced by patients of color in healthcare settings."
TR,4,8,TRS04E08,Yes,"There are several implicit references to racism and systemic discrimination in the subtitles. Dr. Okafor, a Nigerian doctor, is facing unusual scrutiny regarding her medical credentials and is threatened with deportation due to visa issues, which can reflect systemic bias and discrimination against foreign-trained, especially African, doctors. The investigation into her also appears to be motivated by personal vendetta, but the challenges she faces with immigration and credentialing are often rooted in broader systemic inequities. Additionally, the mention of teaching dance to 'high-risk kids' and the patient with sickle cell disease (a condition that disproportionately affects people of African descent) could be seen as touching on racialized experiences, though not explicitly. If there is any doubt, the answer should be Yes."
TR,4,9,TRS04E09,Yes,"The episode contains several implicit references to racism, racial discrimination, and systemic inequalities. Mina Okafor, a Nigerian surgeon, is facing imminent deportation due to visa issues, which touches on the challenges and systemic barriers faced by immigrants, particularly those from African countries, in the U.S. healthcare system. There is also a discussion about the lack of Nigerian surgeons and the crumbling healthcare system in Nigeria, which is linked to the 'brain drain' phenomenon often exacerbated by global inequalities and immigration policies. Additionally, there is a storyline involving a patient with sickle cell disease, a condition that disproportionately affects people of African descent, and the narrative acknowledges the historical and ongoing medical challenges faced by such patients. While there are no explicit racial slurs or overt acts of racial prejudice, the episode addresses systemic issues and the lived experiences of characters of color, which are relevant to the topics of racism and racial discrimination."
TR,4,10,TRS04E10,Yes,"The episode contains several explicit and implicit references to race and racial issues. There are discussions about setting up marriages between Indian Americans, which touches on ethnic community dynamics. The sickle cell storyline explicitly references sickle cell anemia as a 'predominantly African American disease' and discusses the under-served population, historical medical exploitation (Tuskegee syphilis experiment, Henrietta Lacks), and systemic inequalities in healthcare. Characters from Nigeria and India are depicted, and the challenges faced by immigrants (visa expiration, returning to Nigeria) are mentioned. These elements together suggest the presence of race-related topics, including systemic inequalities and the impact of race on medical treatment and opportunities."
TR,4,11,TRS04E11,Yes,"There are several implicit references to race and ethnicity in the episode. Sammie is a Chinese girl adopted by a white American family, and there is discussion about her not picking up English quickly, her biological parents, and ultimately her adoptive parents considering relinquishing her due to the challenges of her care. These elements touch on issues of transracial adoption, cultural adjustment, and potentially racialized expectations or biases. Additionally, there is a patient with sickle cell disease (Rose Williams), a condition that disproportionately affects Black people, and her care is discussed. There are also references to Dr. Sutton being Indian and her father's expectations, which touch on cultural and possibly racial stereotypes. While there are no explicit discussions of racism or racial prejudice, the episode contains implicit references to race, ethnicity, and related challenges."
TR,4,12,TRS04E12,No,
TR,4,13,TRS04E13,No,
TR,5,1,TRS05E01,No,
TR,5,2,TRS05E02,No,
TR,5,3,TRS05E03,No,
TR,5,4,TRS05E04,Yes,"The topic of racism, racial discrimination, or racial prejudice is both explicitly mentioned and depicted in the episode. There is a scene where two Black characters are pulled over by a police officer, and one of them directly calls out the racial profiling ('all you see is two Black men in a car that's a little too nice, so it must be stolen, right?'), referencing the stereotype that Black men in nice cars are assumed to be criminals. The phrase 'driving-while-Black' is used, and the aftermath includes questioning by other officers, with a character stating, 'if we were white, we'd never be hands on the hood for a damn taillight.' These are clear references to racial bias and systemic racism in policing. Additionally, there is a discussion about the impact of these experiences and the idea of 'excellence as revenge' in the face of ignorance, further exploring the theme of racial prejudice."
TR,5,5,TRS05E05,Yes,"There is an explicit reference to systemic inequality and privilege in the following exchange: 'And what was your punishment? There was none. Because the white coat is a shield. So you got away with it.' This dialogue acknowledges that certain individuals (in this case, a doctor) are protected from consequences due to their position and status, which can be interpreted as a parallel to discussions of privilege and systemic inequality, often present in conversations about racism and discrimination. Additionally, the episode features a Black doctor (Dr. Austin, 'Raptor') and a patient named Ethan who is also Black, but there are no explicit racial slurs, stereotypes, or direct discussions of racial bias. However, the reference to privilege and lack of accountability for those in power is an implicit nod to systemic issues, which can include racial dimensions. Given the instruction to answer 'Yes' if there is any doubt, the answer is Yes."
TR,5,6,TRS05E06,No,
TR,5,7,TRS05E07,No,
TR,5,8,TRS05E08,No,
TR,5,9,TRS05E09,No,
TR,5,10,TRS05E10,No,
TR,5,11,TRS05E11,No,
TR,5,12,TRS05E12,No,
TR,5,13,TRS05E13,No,
TR,5,14,TRS05E14,No,
TR,5,15,TRS05E15,No,
TR,5,16,TRS05E16,No,
TR,5,17,TRS05E17,No,
TR,5,18,TRS05E18,No,
TR,5,19,TRS05E19,No,
TR,5,20,TRS05E20,No,
TR,5,21,TRS05E21,No,
TR,5,22,TRS05E22,No,
TR,5,23,TRS05E23,No,
TR,6,1,TRS06E01,No,
TR,6,2,TRS06E02,Yes,"There are both explicit and implicit references to racism and racial prejudice in the subtitles. Explicitly, during the polling station scene, a character says 'I'm not your brother. Go back to where you came from,' which is a racially charged phrase often used to express xenophobia or racism, especially towards people perceived as immigrants or minorities. The response, 'Came from Atlanta, gringo. Where are you from?' further highlights racial and ethnic tensions. Additionally, the mention of 'Proud Boy' (a group associated with far-right and racist ideologies) and the discussion of Georgia's new voting laws, which have been widely criticized for disproportionately affecting minority voters, are implicit references to systemic racial discrimination and prejudice."
TR,6,3,TRS06E03,Yes,"There are implicit references to systemic inequalities and potential racial or socioeconomic prejudice. Specifically, when the hospital staff discuss how private hospitals like Yates divert gunshot wound victims (who are assumed to be poor and uninsured) to public hospitals, while accepting better-insured blunt trauma victims. This highlights a form of systemic discrimination that often disproportionately affects racial minorities and the poor, even if race is not explicitly mentioned. The discussion about assumptions regarding patients' insurance status and the allocation of resources based on those assumptions suggests implicit bias and systemic inequity, which are closely tied to issues of racial and socioeconomic prejudice."
TR,6,4,TRS06E04,No,
TR,6,5,TRS06E05,No,
TR,6,6,TRS06E06,No,
TR,6,7,TRS06E07,Yes,"There are implicit references to systemic inequalities and possible racial bias. For example, the episode discusses the poor quality of prison healthcare and how prisoners are not 'top priority,' which often disproportionately affects people of color in the U.S. Additionally, there is a storyline about a character being wrongfully convicted based on DNA evidence, which touches on issues of wrongful convictions that are often linked to racial bias in the justice system. While race is not explicitly mentioned, these themes are strongly associated with racial discrimination and systemic racism."
TR,6,8,TRS06E08,No,
TR,6,9,TRS06E09,No,
TR,6,10,TRS06E10,No,
TR,6,11,TRS06E11,No,
TR,6,12,TRS06E12,No,
TR,6,13,TRS06E13,No,
ER,1,1,ERS01E01,Yes,"There is an explicit reference to racial bias when a patient named Mr. Ervin says to a doctor, 'You're just saying that because I'm black.' This directly addresses the topic of racism and perceived racial prejudice in medical care. Additionally, the episode includes a diverse cast of characters and some implicit references to systemic issues and bias, but the explicit dialogue alone is sufficient."
ER,1,2,ERS01E02,No,
ER,1,3,ERS01E03,No,
ER,1,4,ERS01E04,No,
ER,1,5,ERS01E05,Yes,"There are implicit references to systemic inequalities and possible racial prejudice. The character Suarez is referred to as a 'gangbanger' and is treated with suspicion regarding drug use ('Did you take any drugs today?' 'Maybe a little crack?'), which may reflect racial or ethnic stereotyping. Additionally, the storyline involving the mother who cannot afford her daughter's asthma medication ('The medicine cost $30. I don't have the money, and Medicaid don't come through for another week.') points to systemic inequalities that often disproportionately affect racial and ethnic minorities. These elements suggest the presence of racial prejudice and systemic discrimination, even if not discussed explicitly."
ER,1,6,ERS01E06,Yes,"The topic of racism and racial prejudice is explicitly mentioned and implied in several places. Most notably, Mr. Freeman, a Black father, accuses the doctor of racial bias when his daughter's cocaine overdose is investigated ('It's because I'm black, right? Drugs, black man... Got to be trouble.'). Additionally, there are discussions about whether the doctor's decision would be different if the child were white and lived in a wealthier area ('Would you feel the same way if her name was Stephanie and she lived on the North Side? This isn't about race. Oh, sure it is.'). These exchanges directly address issues of racial discrimination and bias in healthcare and child welfare. There are also implicit references to systemic inequalities, such as the challenges faced by patients in certain neighborhoods and the assumptions made about families based on race and socioeconomic status."
ER,1,7,ERS01E07,Yes,"There are several implicit references to race and possible racial prejudice. For example, the character 'Slice' is referred to as having a 'street name' and is described as a 'gang kid' who claims 'cops beat me up,' which can be seen as referencing racial profiling and stereotypes about young men of color and police brutality. Additionally, Dr. Benton, who is Black, is asked to talk to the 'gang kid' and is told 'I'm supposed to turn every gang kid that comes in here into some kind of Nelson Mandela?'—invoking a prominent Black figure in a context that suggests racial expectations or burdens placed on Black professionals. These elements imply the presence of racial stereotypes and the experience of racialized expectations, even if not discussed explicitly."
ER,1,8,ERS01E08,Yes,"There are a few moments that suggest the presence of racism or racial prejudice. The most explicit is when Carter's grandmother says, 'I think his people owned our people. But you're a nice boy. You come to Thanksgiving dinner.' This is a direct reference to slavery and racial history. Additionally, there are some subtle implications in the way certain characters are addressed or assigned roles (e.g., Mookie James, who is Black, being late and told 'J-o-b, job. That means be on time,' and then being assigned janitorial work), which could be interpreted as invoking racial stereotypes or microaggressions, even if not overtly discussed. Given the instruction to answer 'Yes' if there is any doubt, these references are sufficient."
ER,1,9,ERS01E09,Yes,"There are several implicit references to prejudice and discrimination. The character Miss Carleton is referred to as 'she-male,' which is a derogatory term for transgender individuals, and discusses experiencing social rejection and disgust from others, which parallels experiences of prejudice and discrimination often faced by marginalized groups, including racial minorities. While this is primarily about gender identity, the structure and language used to describe prejudice and microaggressions are similar to those found in discussions of racism. Additionally, the episode includes a brief mention of Rwanda, which may allude to racial/ethnic conflict, and the use of 'Nazis' as a slur for clinic staff, which, while not directly racial, is a loaded term often associated with racial hatred. Given these implicit references to prejudice and discrimination, and the instruction to answer 'Yes' if there is any doubt, the answer is Yes."
ER,1,10,ERS01E10,Yes,"There are several implicit references to race and ethnicity throughout the episode. For example, the rap lyrics mention 'Brothers in the C-town are ready to die' and 'Gs be chillin' on the nasty south side,' which evoke racialized stereotypes about urban Black communities and gang activity. There are also moments where characters speak Spanish ('Mano, mi mano esta que paso de la corte mucho') and references to a 'little Cuban guy Ramos,' indicating ethnic diversity and possible bias in how patients are described. The exchange between a temp clerk and a supervisor ('I ain't no garbage man. Child, move. Go on.') could be read as invoking stereotypes and microaggressions. Additionally, the Polish doctor who worries about not being able to board as a surgeon in the U.S. suggests issues of immigrant status and systemic barriers, which can intersect with racial and ethnic discrimination. While there are no explicit discussions of racism, these implicit references and stereotypes suggest the presence of racial or ethnic prejudice."
ER,1,11,ERS01E11,Yes,"There is an explicit reference to racial prejudice when Mrs. Abernathy discusses her past: she says she declined a marriage proposal because the man was Jewish and her parents did not approve. This is a clear mention of discrimination based on ethnicity/religion, which falls under the broader topic of prejudice. While not strictly about racism, the context of parental disapproval due to the man's Jewish identity is an instance of ethnic/religious prejudice, which is relevant to the prompt."
ER,1,12,ERS01E12,Yes,"There is an explicit reference to racism when a patient, Mr. McCabe, says 'I don't want some colored woman working on me,' directly expressing racial prejudice toward Dr. Hicks. Additionally, Dr. Hicks later references her experiences as a 'woman... a black woman' and the challenges of seeking approval, which implies the presence of racial bias or discrimination in her professional life. The use of the term 'gangbanger' for a gunshot victim may also carry implicit racial stereotyping, depending on context."
ER,1,13,ERS01E13,Yes,"There is an explicit mention of derogatory comments about someone's Middle Eastern heritage, which is a direct reference to racial or ethnic prejudice. Additionally, there are implicit references to racial stereotypes and possible bias, such as the mention of a drive-by shooting victim whose brother is described as a 'banger' and a comment about his clothes, which may imply racial or socioeconomic stereotyping. These elements suggest the presence of racism or racial prejudice in the episode."
ER,1,14,ERS01E14,No,
ER,1,15,ERS01E15,No,
ER,1,16,ERS01E16,No,
ER,1,17,ERS01E17,Yes,"The topic of racism and racial prejudice is explicitly mentioned in the scene with the knife wound patient who has a swastika and 'Die, nigger, die' tattooed on his forearm. The dialogue also references a crowbar attack on a black kid and a retaliatory stabbing, with the implication of racially motivated violence. Additionally, there are references to Asian identity and possible prejudice ('How do you feel about Asians?'), and the depiction of systemic inequalities, such as children starving in downtown Chicago, which can be tied to racial and socioeconomic disparities. These elements suggest both explicit and implicit references to racism and racial prejudice."
ER,1,18,ERS01E18,No,
ER,1,19,ERS01E19,No,
ER,1,20,ERS01E20,No,
ER,1,21,ERS01E21,Yes,"There are implicit references to racial prejudice and systemic issues. For example, Mrs. Salazar, a Spanish-speaking woman, is assumed by staff to be 'probably illegal' and is afraid of being 'put into the system,' which suggests fear of discrimination or repercussions due to her ethnicity or immigration status. The conversation about her husband having a green card and her reluctance to stay for treatment further imply concerns about her family's legal status and possible discrimination. Additionally, the staff's comments and assumptions about her status and the need to reassure her that 'I don't care if you're illegal' indicate awareness of racial/ethnic prejudice and systemic barriers faced by immigrants."
ER,1,22,ERS01E22,No,
ER,1,24,ERS01E24,No,
ER,1,25,ERS01E25,No,
ER,2,1,ERS02E01,No,
ER,2,2,ERS02E02,Yes,"There are several implicit references to race and ethnicity throughout the subtitles. For example, the paramedics discuss going to Humboldt Park and California and Division, which are known as neighborhoods with significant Latino populations in Chicago, and there is a mention of a patient named 'Payaso' (Spanish for 'clown'), with multiple characters speaking Spanish or referencing Spanish-speaking patients and families. The scene with Mrs. Rodriguez, who does not speak English, and the need for a Spanish-speaking staff member to communicate her son's death, highlights issues of language barriers and potentially systemic inequalities in healthcare. There is also a brief exchange referencing 'the whole Germanic thing in you' and 'I am Polish,' which, while not overtly racist, touches on ethnic stereotypes. The episode also depicts a young Latino boy involved in gang violence and drug use, which could be seen as reinforcing negative stereotypes. Additionally, the reference to 'slumming with the paramedics' and the focus on certain neighborhoods for crime and violence may imply racial or socioeconomic prejudice. While there are no explicit discussions of racism, the episode contains several implicit references to race, ethnicity, and the challenges faced by minority patients."
ER,2,3,ERS02E03,No,
ER,2,4,ERS02E04,No,
ER,2,5,ERS02E05,No,
ER,2,6,ERS02E06,No,
ER,2,7,ERS02E07,No,
ER,2,8,ERS02E08,No,
ER,2,9,ERS02E09,No,
ER,2,10,ERS02E10,Yes,"The topic of racism, racial discrimination, or racial prejudice is implied in the conversation where Mrs. Steiner, a Holocaust survivor, recounts being called 'dirty Jew' in school, referencing anti-Semitic slurs and prejudice. This is an explicit mention of racial/ethnic discrimination. Additionally, the episode includes references to a character named Mlungisi, who is introduced as coming from Africa, which may imply racial or ethnic diversity, though no prejudice is described in that context. The explicit mention of being called a racial slur and the discussion of surviving a concentration camp strongly suggest the presence of racism or racial prejudice."
ER,2,11,ERS02E11,Yes,"There are explicit and implicit references to racism and racial prejudice in the subtitles. For example, the exchange about 'these people' and the direct reference to 'black folks' not taking care of their kids, followed by a character being called 'David Duke' (a known white supremacist), indicate racial stereotyping and bias. The subsequent discussion about whether someone is a racist, and the defensive statements about not being a bigot, further reinforce that the topic of racism is present. Additionally, there are references to systemic inequalities, such as welfare reform and the struggles of families living in poverty, which often intersect with issues of race."
ER,2,12,ERS02E12,No,
ER,2,13,ERS02E13,No,
ER,2,14,ERS02E14,Yes,"There is an explicit use of the word 'shpos', which is described as meaning 'subhuman pieces', and is called out as a slur. While the subtitles do not specify the racial target, the term itself is historically a derogatory Yiddish slur sometimes used in a racial or ethnic context. Additionally, Dr. Benton, a Black character, is repeatedly told by his superior that he is 'lucky' to have his opportunity, that third-year residents 'rarely have the maturity', and is subtly undermined and threatened with career consequences when he challenges unethical behavior. These interactions echo microaggressions and systemic bias often experienced by minorities in professional settings, even if not named directly. The episode also includes references to social services, homelessness, and systemic inequalities, which can be tied to racial and ethnic prejudice in the context of healthcare. Given these implicit and explicit cues, the topic of racism or racial prejudice is present or implied."
ER,2,15,ERS02E15,Yes,"There is an explicit reference to racial bias when a character asks, 'You do those on white women too?' in response to being asked for a urine sample for a tox screen, suggesting suspicion of differential treatment based on race. Additionally, there are implicit references to systemic inequalities and stereotypes, such as the discussion of 'crack babies' and the challenges faced by certain patients, which can be associated with racialized narratives in healthcare."
ER,2,16,ERS02E16,No,
ER,2,17,ERS02E17,No,
ER,2,18,ERS02E18,Yes,"There is an explicit mention of racism and racial prejudice in the exchange about a drive-by shooting, where a character says, 'Cops got the boy who did it. Black kid, 14 years old. Shot him dead. Can't say I'm sorry.' Another character responds, 'Yeah, cops never mind shooting a black kid. And he didn't much mind shooting this one, did he?' This dialogue directly references racial bias and the disproportionate use of lethal force against Black youth by police, which is a clear indication of racism and racial prejudice. Additionally, there is an earlier line referencing a 'Pakistani cab driver' in a way that may suggest stereotyping, but the police shooting scene is explicit."
ER,2,19,ERS02E19,No,
ER,2,20,ERS02E20,No,
ER,2,21,ERS02E21,Yes,"The subtitles include references to an IAD investigation involving a Vietnamese boy, Anh Nguyen, who was allegedly 'slammed' by Mr. Shepherd. The investigation discusses whether the incident was a 'light shove' or a 'slam,' and the context implies possible racial bias or prejudice in the treatment of the child by authorities. Additionally, the presence of a complaint about the incident and the discussion of sides and perspectives suggest underlying issues of discrimination or prejudice, even if not overtly stated. Given the context and the guideline to answer Yes if there is any doubt, the topic of racial prejudice is at least implied."
ER,2,22,ERS02E22,No,
ER,3,1,ERS03E01,Yes,"There are several implicit references to race and racial identity. For example, a character jokes about being a 'big, black, bald, beautiful, barbecue-cooking man,' which references both race and stereotype in a lighthearted way. The use of 'boy' by a paramedic or doctor to refer to a 17-year-old male gunshot victim could be interpreted as a racially charged term, especially in a U.S. context, given the history of that word being used in a derogatory manner toward Black males. Additionally, the conversation about workplace discrimination against people with HIV/AIDS includes a character describing being pushed out of their job through indirect means, which, while focused on health status, parallels systemic discrimination that can also occur on the basis of race. There are also several Black characters depicted in professional and social settings, and while overt racism is not directly discussed, the script includes enough context and language that could imply racial dynamics or microaggressions."
ER,3,2,ERS03E02,No,
ER,3,3,ERS03E03,No,
ER,3,4,ERS03E04,No,
ER,3,5,ERS03E05,Yes,"There is an explicit discussion between Dr. Benton and Dr. Gant about race and racial prejudice in the medical profession. Benton asks Gant if he checked the 'African-American' box on his medical school application, and explains that people assume he got preferential treatment and that he has to work twice as hard to prove himself. This conversation directly addresses issues of racial bias, discrimination, and the pressures faced by Black professionals, making the topic of racism and racial prejudice clearly present in the episode."
ER,3,6,ERS03E06,No,
ER,3,7,ERS03E07,No,
ER,3,8,ERS03E08,Yes,"There are several references that suggest the presence of racial topics. For example, there is a discussion about a child named Ahmed Lopez, whose father is described as 'a Pakistani dude' and whose last name is questioned because it doesn't match the expected ethnicity ('His name is ""Lopez"" because...?'). This exchange implies assumptions and stereotypes based on names and ethnicity. Additionally, there are multilingual interactions (Spanish, Romanian), references to shelters, and a mention of a Caribbean restaurant owner, all of which could touch on issues of race, ethnicity, and systemic inequalities in healthcare. While there are no explicit discussions of racism or racial prejudice, the implicit references to ethnicity, assumptions about names, and the context of marginalized communities suggest that the topic is at least implied."
