series;season;episode;episode_code;data_messa_in_onda;attempt_number;score;explanation;why_not_lower;why_not_higher
L ALLIEVA;02;10;L allievaS02E10;22/11/2018;5;+1;"L'episodio include una sottotrama in cui viene presentata Nur, una bambina siriana rifugiata, e suo padre, richiedente asilo in Italia. Il racconto della loro storia è trattato con empatia e rispetto: la tragedia vissuta dalla bambina non è minimizzata, e i personaggi principali si impegnano attivamente per aiutarla a ritrovare il padre, senza mai esprimere pregiudizi o stereotipi negativi. Non ci sono battute, commenti o rappresentazioni razziste; la narrazione mostra consapevolezza della condizione dei migranti e li umanizza, ma non si spinge ad analizzare le cause sistemiche del razzismo o a proporre soluzioni concrete. Il resto dell'episodio non presenta altri riferimenti etnici o razziali rilevanti.";"Non ci sono stereotipi, battute o normalizzazione del pregiudizio; la presenza di Nur e del padre è trattata con rispetto e compassione, senza superficialità o minimizzazione. Nessun personaggio esprime idee discriminatorie, né vengono presentati come normali o accettabili.";"L'episodio non affronta il razzismo come problema sociale né propone una critica strutturale alle cause della discriminazione; la vicenda di Nur è inserita come sottotrama personale e non come spunto per un dibattito o una riflessione collettiva più ampia. Le voci marginalizzate sono presenti ma non centrali o autorevoli rispetto alla narrazione principale."
L ALLIEVA;02;10;L allievaS02E10;22/11/2018;6;+1;L'episodio presenta una storyline secondaria in cui viene introdotta Nur, una bambina siriana rifugiata, e suo padre, richiedente asilo. La narrazione tratta la loro situazione con rispetto e sensibilità, mostrando empatia per la loro condizione e sottolineando il trauma vissuto dalla bambina. I personaggi principali si attivano per aiutarli, senza mai esprimere pregiudizi o stereotipi negativi. Non ci sono battute, commenti o situazioni che normalizzano il razzismo, e l'unico riferimento esplicito all'etnia ('razza caucasica') è usato in un contesto medico, senza connotazione negativa. Tuttavia, la questione del razzismo non viene affrontata in modo strutturale o critico: la presenza di Nur serve più come elemento di umanizzazione che come spunto per una riflessione sociale ampia. Il tono generale è rispettoso e consapevole, ma non si arriva a un vero impegno critico o trasformativo.;Non ci sono stereotipi, battute razziste o normalizzazione del pregiudizio. I personaggi positivi mostrano empatia e si attivano per aiutare Nur e suo padre, senza alcuna distanza o ambiguità.;L'episodio non analizza le cause sistemiche del razzismo né propone soluzioni concrete. La questione razziale è presente, ma non centrale né oggetto di dibattito esplicito o crescita personale legata al tema. Le voci marginalizzate non sono centrali nella narrazione.
L ALLIEVA;02;10;L allievaS02E10;22/11/2018;7;+1;L'episodio presenta un personaggio secondario, Nur, una bambina siriana, e suo padre, richiedente asilo in Italia. La loro storia viene trattata con empatia e rispetto: Nur è descritta come una 'meraviglia', la sua sofferenza non è minimizzata, e i protagonisti si attivano per aiutarla a ritrovare il padre. Non ci sono battute o stereotipi negativi sui migranti o sulle persone di origine non italiana. La narrazione attribuisce la condizione di Nur a una tragedia (autobomba in Siria) e non la riduce a un cliché. I personaggi principali mostrano sensibilità e si impegnano concretamente per il ricongiungimento familiare. Tuttavia, la questione razziale non è centrale nell'episodio, né viene affrontata in modo strutturale o con analisi critica del sistema di accoglienza.;Non ci sono stereotipi, battute razziste, né normalizzazione del pregiudizio. La presenza di Nur e del padre è trattata con rispetto e umanità, senza minimizzazione o superficialità.;"Il razzismo non è tema centrale né viene affrontato come problema sociale; non c'è dibattito esplicito, né analisi delle cause sistemiche o critica alle strutture di potere. La narrazione si limita a mostrare empatia e aiuto personale, senza proporre soluzioni concrete o dare voce centrale alle persone marginalizzate."
L ALLIEVA;02;10;L allievaS02E10;22/11/2018;8;+1;L'episodio presenta una bambina siriana, Nur, sopravvissuta a un attentato, e suo padre, richiedente asilo in Italia. La narrazione tratta la loro storia con rispetto e umanità: i personaggi principali si impegnano attivamente per aiutarli, mostrando empatia e solidarietà. Non ci sono stereotipi o battute razziste, né personaggi di origine straniera ridotti a cliché. Il contesto migratorio viene affrontato con una certa consapevolezza, ma senza approfondire le cause sistemiche o proporre una vera analisi critica del razzismo. La presenza di Nur e del padre è dignitosa e centrale in alcune scene, ma la questione razziale rimane sullo sfondo rispetto alla trama principale.;Non ci sono elementi di normalizzazione o minimizzazione del pregiudizio: nessun personaggio fa commenti razzisti, né la narrazione riproduce stereotipi negativi. L'atteggiamento verso i migranti è rispettoso e solidale, quindi non è giustificato un punteggio negativo.;L'episodio non offre un impegno critico esplicito (+2): il tema del razzismo non viene discusso come problema sociale, né ci sono dibattiti o crescita dei personaggi rispetto ai pregiudizi. Manca anche una vera analisi strutturale (+3): non si esplorano le cause sistemiche della discriminazione, né si danno voce alle persone marginalizzate in modo centrale e autorevole.
L ALLIEVA;02;10;L allievaS02E10;22/11/2018;9;+1;L'episodio presenta una bambina siriana, Nur, come personaggio secondario, con una breve narrazione sulla sua storia di rifugiata e la ricerca del padre richiedente asilo in Italia. Il tono è empatico e rispettoso: i personaggi principali si attivano per aiutarla, senza mai fare commenti stereotipati o discriminatori. Il contesto della migrazione viene trattato con umanità, sottolineando le difficoltà e il trauma vissuto dalla bambina. Non ci sono battute o atteggiamenti problematici, e la questione dell'accoglienza è presentata come una responsabilità sociale. Tuttavia, la narrazione non approfondisce le cause sistemiche del razzismo né offre una critica strutturale: la presenza di Nur è funzionale alla trama e non diventa mai centrale o oggetto di dibattito esplicito. Gli altri personaggi sono tutti italiani e la diversità etnica non viene tematizzata oltre la vicenda personale di Nur.;Non ci sono stereotipi, battute razziste, né normalizzazione del pregiudizio. L'atteggiamento dei personaggi è positivo e solidale, e il tono generale è rispettoso. La questione migratoria non viene minimizzata né trattata in modo superficiale.;L'episodio non sviluppa un discorso critico sul razzismo come problema sociale né offre una riflessione sulle strutture di potere o sulle cause sistemiche della discriminazione. Nur non viene posta al centro della narrazione e la sua voce non è realmente protagonista. L'impegno è consapevole ma non trasformativo.
L ALLIEVA;02;10;L allievaS02E10;22/11/2018;10;+1;"L'episodio presenta una sottotrama in cui viene introdotta Nur, una bambina siriana rifugiata, figlia di un richiedente asilo. La sua storia viene trattata con empatia: si sottolinea la tragedia vissuta (la perdita della madre in un attentato), il percorso di ricongiungimento col padre e la solidarietà dei personaggi italiani che la aiutano. Non ci sono battute, stereotipi o pregiudizi razziali; la questione migratoria viene rappresentata come una realtà drammatica e umana, senza retorica né paternalismo. Tuttavia, la narrazione si limita a mostrare la sofferenza e la solidarietà, senza approfondire criticamente le cause sistemiche del razzismo né dare voce diretta e centrale a Nur o al padre. L'episodio non normalizza né minimizza il razzismo, ma si ferma a una consapevolezza rispettosa e solidale.";Non ci sono elementi di discriminazione, stereotipi o minimizzazione. La presenza di una storia migrante è trattata con rispetto e umanità, senza alcuna normalizzazione o ironia sui temi razziali.;L'episodio non sviluppa un dibattito esplicito sul razzismo, né affronta le cause sistemiche o propone soluzioni concrete. Le voci marginalizzate non sono centrali o autorevoli nel racconto, e la questione razziale rimane una sottotrama, non il fulcro della narrazione.
TERAPIA D URGENZA;01;02;Terapia d urgenzaS01E02;05/09/2008;1;+1;L'episodio presenta diversi personaggi di origine straniera (in particolare marocchini e italiani di seconda generazione) coinvolti in una trama che ruota attorno a una rissa e alle sue conseguenze. Sono presenti dialoghi e situazioni che esplicitano tensioni etniche e pregiudizi: ad esempio, alcuni personaggi italiani usano insulti razzisti ('sporchi marocchini', 'bastardi, bisognerebbe buttarli fuori tutti'), e attribuiscono la colpa della violenza ai migranti. Tuttavia, la narrazione non glorifica né giustifica questi atteggiamenti: i personaggi che esprimono razzismo sono ritratti come problematici, spesso in situazioni di disagio o violenza, e non sono mai presentati come modelli positivi. Al contrario, la storia mostra empatia verso le vittime (Mohamed e la madre), sottolinea le difficoltà di integrazione e la sofferenza delle famiglie migranti, e dà spazio a relazioni interetniche (la storia d'amore tra Mohamed e una ragazza italiana) che vengono trattate con rispetto e umanità. I personaggi positivi (medici, infermieri) non partecipano al razzismo, anzi si impegnano per aiutare tutti senza distinzione. Non c'è una vera analisi strutturale del razzismo, né una denuncia esplicita delle sue cause sociali, ma il tono generale è di riconoscimento consapevole del problema e di rispetto per la diversità.;Non assegno -1 o -2 perché gli stereotipi e le offese razziste sono chiaramente attribuiti a personaggi negativi e non vengono normalizzati o lasciati incontestati. La narrazione non minimizza né normalizza il pregiudizio, ma lo mostra come fonte di sofferenza e conflitto.;Non assegno +2 o +3 perché, pur mostrando consapevolezza e rispetto, l'episodio non sviluppa un vero dibattito critico sul razzismo, né affronta le sue cause sistemiche. Le voci marginalizzate sono presenti ma non centrali o autorevoli nella narrazione, e non vengono proposte soluzioni concrete per l'equità.
TERAPIA D URGENZA;01;02;Terapia d urgenzaS01E02;05/09/2008;2;+1;L'episodio presenta una sottotrama centrale che coinvolge una famiglia di migranti marocchini (madre, Mohamed, Nedim) e una rissa con italiani. Emergono stereotipi e insulti razzisti ('sporchi marocchini', 'bastardi, bisognerebbe buttarli fuori tutti'), ma questi sono attribuiti a personaggi negativi, spesso giovani coinvolti nella violenza. I personaggi positivi (medici, infermieri) mostrano empatia e rispetto verso la madre e i figli, aiutandoli e difendendoli. La narrazione non approfondisce le cause sistemiche del razzismo, ma mostra consapevolezza critica: la violenza razzista è rappresentata come problematica, i migranti sono umanizzati e la loro sofferenza non viene ridicolizzata. Non c'è un impegno esplicito a denunciare il razzismo come problema sociale, né una vera analisi strutturale, ma il posizionamento dominante è di riconoscimento consapevole e rispetto.;Non assegno -1/-2/-3 perché gli stereotipi e le offese razziste sono contestualizzati come parte di una rissa e attribuiti a personaggi negativi. I protagonisti e il personale medico non normalizzano né minimizzano il razzismo, ma lo trattano con disagio e rispetto verso le vittime. Non c'è sostegno o normalizzazione della discriminazione.;Non assegno +2/+3 perché l'episodio non affronta il razzismo come problema sociale in modo esplicito, né propone soluzioni o una critica strutturale. La questione razziale resta una sottotrama, non centrale, e non viene analizzata in profondità. Le voci marginalizzate sono umanizzate ma non centrali né autorevoli nella narrazione.
TERAPIA D URGENZA;01;02;Terapia d urgenzaS01E02;05/09/2008;3;+1;"L'episodio rappresenta una famiglia di migranti marocchini coinvolta in una rissa e in dinamiche di marginalità sociale. La narrazione dà spazio ai loro vissuti, mostra empatia per la madre e i figli, e sottolinea come la rabbia e la violenza siano il risultato di condizioni difficili. I personaggi italiani principali (medici, infermieri) trattano i migranti con rispetto e preoccupazione, senza paternalismo evidente. Alcuni personaggi secondari esprimono commenti razzisti (""sporchi marocchini, bisognerebbe buttarli fuori tutti""), ma questi sono chiaramente attribuiti a figure negative e non sono mai avallati dalla narrazione o dai protagonisti. La storia d'amore interetnica tra Mohamed e Nadia è trattata con sensibilità, e il finale sottolinea la necessità di superare i pregiudizi. Tuttavia, il razzismo viene riconosciuto e rappresentato, ma non c'è un approfondimento sulle cause sistemiche né una vera analisi strutturale.";Non assegno un punteggio più basso perché i personaggi migranti non sono ridotti a stereotipi, le loro difficoltà sono umanizzate, e i commenti razzisti sono sempre contestualizzati come negativi. La narrazione mostra consapevolezza critica e rispetto per la diversità.;Non assegno +2 perché, pur mostrando empatia e consapevolezza, l'episodio non affronta il razzismo come problema sociale in modo esplicito, né mette al centro un dibattito strutturale o soluzioni concrete. La questione viene trattata più come sfondo drammatico che come tema centrale da decostruire.
TERAPIA D URGENZA;01;02;Terapia d urgenzaS01E02;05/09/2008;4;+1;L'episodio affronta esplicitamente la presenza di personaggi migranti (marocchini) e italiani di seconda generazione, inserendoli in una trama di conflitto e tensione sociale. Si vedono stereotipi e linguaggio razzista (ad esempio 'sporchi marocchini', 'bastardi, bisognerebbe buttarli fuori tutti'), ma questi sono attribuiti a personaggi negativi o coinvolti nella violenza, mentre i personaggi positivi (medici, infermieri) mostrano empatia e rispetto verso i migranti e le loro famiglie. Il razzismo viene rappresentato come un problema reale, ma non viene analizzato in profondità né affrontato come questione sistemica. Le vittime di razzismo hanno voce e dignità, ma non sono centrali nella narrazione. Il tono generale non normalizza il pregiudizio, e i personaggi positivi non lo condividono. Tuttavia, manca un vero impegno critico o una riflessione strutturale: la narrazione si limita a riconoscere il problema e a mostrare consapevolezza, senza proporre soluzioni o una critica sociale ampia.;"Non assegno un punteggio più basso perché il razzismo non viene mai presentato come normale o accettabile; i personaggi positivi non condividono né giustificano i pregiudizi, e le scene di violenza razzista sono chiaramente condannate dalla narrazione. Le vittime non sono ridicolizzate né ridotte a stereotipi, e c'è una distanza critica dai commenti razzisti.";Non assegno un punteggio più alto perché l'episodio non offre una vera analisi delle cause sistemiche del razzismo né mette al centro le voci marginalizzate. Non c'è dibattito esplicito né crescita personale dei personaggi rispetto ai pregiudizi, e le soluzioni concrete per l'equità non vengono proposte. Il razzismo è riconosciuto e trattato con rispetto, ma non viene affrontato come problema sociale da risolvere.
TERAPIA D URGENZA;01;02;Terapia d urgenzaS01E02;05/09/2008;5;+1;L'episodio affronta la presenza di personaggi migranti (famiglia Fared) e italiani di seconda generazione in modo non marginale, mostrando dinamiche familiari, conflitti generazionali e difficoltà di integrazione. La narrazione include una rissa tra giovani italiani e marocchini, con espliciti insulti razzisti ('sporchi marocchini', 'bastardi, bisognerebbe buttarli fuori tutti'), ma questi sono pronunciati da personaggi negativi e non vengono mai convalidati dai protagonisti positivi. La storia mostra empatia verso la famiglia migrante, evidenziando le loro paure, la fatica dell'integrazione e la sofferenza per la perdita di un figlio. I personaggi positivi (medici, infermieri) si impegnano a curare e sostenere i migranti senza pregiudizi, e la narrazione non normalizza né minimizza il razzismo. Tuttavia, non c'è una vera analisi strutturale del fenomeno né un dibattito esplicito sulle cause sociali, ma la consapevolezza critica è presente: il razzismo viene attribuito a personaggi negativi e la sofferenza dei migranti è trattata con rispetto.;"Non assegno -1 o -2 perché gli insulti razzisti non sono mai normalizzati né trattati come battute innocue; la narrazione non riproduce stereotipi senza consapevolezza, e i personaggi positivi mostrano disagio e rispetto verso la diversità. Non è -3 perché l'episodio non convalida attivamente idee discriminatorie, né i personaggi razzisti sono ritratti positivamente.";Non assegno +2 o +3 perché manca un vero impegno critico: nessun personaggio si confronta apertamente con il tema del razzismo come problema sociale, né si analizzano le cause sistemiche o si propongono soluzioni concrete. Le voci marginalizzate sono presenti ma non centrali o autorevoli nella narrazione, e il razzismo non è oggetto di dibattito esplicito.
TERAPIA D URGENZA;01;02;Terapia d urgenzaS01E02;05/09/2008;6;+1;L'episodio presenta una sottotrama centrale su una famiglia di origine marocchina, con due fratelli (Mohamed e Nedim) e la madre. La narrazione mostra sia i pregiudizi subiti (la madre viene aggredita al mercato, i figli coinvolti in una rissa con chiari insulti razzisti: 'sporchi marocchini, bisognerebbe buttarli fuori tutti'), sia le difficoltà di integrazione e tensioni generazionali. Tuttavia, la prospettiva dominante è empatica: la madre è mostrata come una persona preoccupata per i figli, i medici e infermieri la trattano con rispetto e comprensione, e la relazione tra Mohamed e una ragazza italiana è rappresentata come sincera e positiva. Gli insulti razzisti sono attribuiti a personaggi negativi, e non vengono mai giustificati o normalizzati dalla narrazione. La violenza e la rabbia dei ragazzi sono inquadrate come conseguenza di un contesto difficile, non come tratti etnici. L'episodio non approfondisce le cause strutturali del razzismo, ma mostra consapevolezza critica degli stereotipi e delle difficoltà vissute dai migranti.;Nonostante la presenza di insulti e stereotipi nei dialoghi di alcuni personaggi, questi sono chiaramente attribuiti a figure negative o problematiche e non sono mai avallati dalla narrazione o dai personaggi positivi. La storia non normalizza il pregiudizio, né riduce i personaggi di origine straniera a semplici cliché.;L'episodio non arriva mai a un impegno critico esplicito (+2): non ci sono dibattiti aperti sul razzismo, né una vera analisi delle sue cause sociali o sistemiche. Le voci marginalizzate sono presenti e trattate con rispetto, ma non sono centrali o autorevoli al punto da guidare la narrazione o proporre soluzioni concrete per l'equità. La questione razziale rimane una sottotrama e non il fulcro trasformativo dell'episodio.
TERAPIA D URGENZA;01;02;Terapia d urgenzaS01E02;05/09/2008;7;+1;L'episodio presenta una trama secondaria significativa che coinvolge una famiglia di migranti marocchini (madre e due figli, Mohamed e Nedim). La narrazione mostra sia episodi di violenza e pregiudizio (ad esempio, personaggi italiani che insultano i 'marocchini' dopo una rissa, attribuendo loro la colpa e usando epiteti razzisti), sia il punto di vista dei migranti, con dialoghi che esprimono il disagio dell'integrazione, la paura della madre per i figli e la difficoltà di essere accettati. Tuttavia, i personaggi positivi (medici e infermieri) trattano la famiglia con rispetto, si preoccupano per la loro salute e cercano di aiutare la madre a gestire il trauma. La narrazione non glorifica né normalizza il razzismo: i commenti razzisti sono attribuiti a personaggi negativi o secondari, e non sono mai giustificati o premiati. Il tono generale è di empatia verso la famiglia migrante, e la loro sofferenza è trattata con serietà. Non c'è un vero dibattito esplicito sulle cause strutturali del razzismo, né una critica sistemica, ma la rappresentazione è consapevole e rispettosa, con alcuni momenti di tensione e stereotipo che però vengono bilanciati da una posizione narrativa chiaramente non discriminatoria.;Non assegno un punteggio più basso perché il razzismo non viene mai normalizzato o sostenuto: i personaggi positivi non partecipano a stereotipi o pregiudizi, e la narrazione mostra disagio e condanna implicita verso i comportamenti discriminatori. La sofferenza dei migranti non è ridicolizzata né minimizzata.;Non assegno +2 o +3 perché, sebbene ci sia consapevolezza e rispetto, manca un vero impegno critico: non si affronta il razzismo come problema sociale in modo esplicito, non c'è dibattito né crescita dei personaggi su questi temi, né una critica alle strutture di potere. Le voci marginalizzate sono presenti e rispettate, ma non centrali o autorevoli nella narrazione.
TERAPIA D URGENZA;01;02;Terapia d urgenzaS01E02;05/09/2008;8;+1;L'episodio presenta una sottotrama centrale incentrata su una famiglia di origine marocchina (madre, Mohamed, Nedim) coinvolta in un'aggressione e una rissa con giovani italiani. La narrazione mostra empatia verso i personaggi migranti: la madre è trattata con rispetto dal personale medico, Mohamed è vittima di violenza e viene soccorso con attenzione, e viene esplicitamente detto che la famiglia è stata aggredita da 'una banda di fanatici'. Alcuni personaggi italiani esprimono frasi razziste e violente ('bastardi, bisognerebbe buttarli fuori tutti', 'sporchi marocchini'), ma queste sono attribuite a personaggi negativi o coinvolti nella rissa, e non sono mai giustificate o sostenute dalla narrazione. Il personale medico e i personaggi positivi non mostrano pregiudizi, anzi, si impegnano a rassicurare e aiutare la madre e i figli. La relazione amorosa tra una ragazza italiana e Mohamed è trattata con normalità e umanità, anche se ostacolata dal contesto familiare e sociale. Il razzismo è quindi presente come problema sociale, ma non viene tematizzato in modo strutturale o approfondito: la narrazione mostra consapevolezza critica degli stereotipi e delle difficoltà di integrazione, ma si ferma a un livello di riconoscimento e rispetto, senza un vero approfondimento delle cause o delle soluzioni sistemiche.;Non assegno un punteggio inferiore perché le frasi e i comportamenti razzisti sono chiaramente attribuiti a personaggi negativi e non sono mai normalizzati o giustificati dal testo. I personaggi migranti sono trattati con dignità e umanità, e la narrazione non indulge in stereotipi gratuiti o nella minimizzazione delle loro difficoltà.;Non assegno +2 perché, pur mostrando consapevolezza e rispetto, l'episodio non affronta il razzismo come problema sociale in modo esplicito e approfondito: non ci sono dibattiti, crescita dei personaggi sul tema, né una vera analisi delle cause o delle strutture di potere. Le voci marginalizzate sono presenti ma non centrali o autorevoli nella narrazione complessiva.
TERAPIA D URGENZA;01;02;Terapia d urgenzaS01E02;05/09/2008;9;+1;L'episodio presenta una sottotrama centrale che coinvolge una famiglia di migranti marocchini (la madre, Mohamed e Nedim), con riferimenti espliciti a tensioni razziali, stereotipi e violenza. Si vedono scene di aggressione, insulti razzisti ('sporchi marocchini', 'bastardi, bisognerebbe buttarli fuori tutti'), e la narrazione mostra il vissuto dei ragazzi, la loro rabbia e il senso di esclusione. Tuttavia, i personaggi positivi (medici, infermieri) trattano i migranti con rispetto, empatia e professionalità, senza mai avallare i pregiudizi. Gli insulti e le posizioni razziste sono attribuiti a personaggi negativi o secondari, e non vengono mai giustificati o normalizzati. Viene anche rappresentato il disagio della madre migrante, che si confida con una dottoressa sulle difficoltà di integrazione e sulla paura per i figli. Il razzismo viene mostrato come un problema reale, ma non c'è una vera analisi strutturale né una presa di posizione attiva contro le cause sistemiche. La narrazione si limita a riconoscere la complessità della situazione, mostrando empatia e consapevolezza, ma senza un impegno critico esplicito.;Non assegno -1/-2/-3 perché gli stereotipi e i pregiudizi sono chiaramente attribuiti a personaggi negativi, e la narrazione non li normalizza né li minimizza. I protagonisti e i personaggi positivi mostrano rispetto e solidarietà verso i migranti, e il tono generale non è di complicità con il razzismo.;Non assegno +2/+3 perché, sebbene ci sia consapevolezza e rispetto, manca un vero dibattito esplicito sul razzismo come problema sociale, nessun personaggio cresce superando pregiudizi, e non si affrontano le cause strutturali della discriminazione. Le voci marginalizzate sono presenti ma non centrali o autorevoli, e non vengono proposte soluzioni concrete.
TERAPIA D URGENZA;01;02;Terapia d urgenzaS01E02;05/09/2008;10;+1;L'episodio presenta una sottotrama centrale che coinvolge una famiglia di origine marocchina (la madre, Mohamed e Nedim), vittima di un'aggressione razzista e poi coinvolta in una rissa con gravi conseguenze. Il razzismo viene mostrato come problema reale: la madre è aggredita al mercato, i figli sono coinvolti in dinamiche di esclusione e violenza. I commenti razzisti e i pregiudizi sono espressi da personaggi negativi o marginali (es. 'sporchi marocchini, bisognerebbe buttarli fuori tutti'), mentre i personaggi positivi (medici, infermieri) mostrano rispetto, empatia e si prendono cura della famiglia senza pregiudizi. La narrazione non approfondisce le cause strutturali del razzismo né offre una critica sistemica, ma mostra consapevolezza e condanna implicita della discriminazione. Il focus resta sulla dignità dei personaggi migranti e sulla loro umanità, senza ridurli a stereotipi, anche se la loro storia resta secondaria rispetto alle trame principali.;Non assegno un punteggio più basso perché la narrazione non normalizza né minimizza il razzismo: gli atti e i commenti razzisti sono chiaramente negativi, non sono mai giustificati o lasciati incontestati dai personaggi positivi. Non ci sono stereotipi etnici usati come comic relief o normalizzati.;Non assegno +2 o +3 perché l'episodio non affronta il razzismo come problema sociale in modo esplicito e strutturale: manca un dibattito diretto, non si esplorano le cause sistemiche né si dà centralità alle voci marginalizzate. La questione razziale resta una sottotrama e non il cuore dell'episodio.
L ALLIEVA;02;08;L allievaS02E08;15/11/2018;1;N/A;Nell'episodio non ci sono rappresentazioni, discussioni o riferimenti significativi a razza, etnia o temi legati al razzismo. I personaggi coinvolti e le dinamiche narrative si concentrano su questioni familiari, relazionali e professionali, senza alcun accenno a stereotipi etnici, discriminazioni o pregiudizi razziali. L'unico riferimento geografico ai 'cittadini dell'est' è utilizzato esclusivamente in chiave investigativa e non viene caricato di valenze razziali o pregiudiziali, né contestato né rafforzato da altri elementi della trama. Non sono presenti personaggi identificati come minoranze etniche o migranti, né vengono affrontati temi di diversità culturale.;Non è stato assegnato un punteggio negativo perché non ci sono elementi di discriminazione, stereotipi o pregiudizi etnici/razziali nell'episodio.;Non è stato assegnato un punteggio positivo perché il tema del razzismo o della rappresentazione etnica non viene affrontato in alcun modo.
L ALLIEVA;02;08;L allievaS02E08;15/11/2018;2;N/A;L'episodio, sulla base dei sottotitoli forniti, non presenta alcun riferimento diretto o indiretto a razza, etnia, migranti, rom, italiani di seconda generazione o questioni razziali. I personaggi sono identificati solo per nome, professione o rapporti personali, e le uniche menzioni di 'razza' sono esclusivamente tecniche (ad esempio 'razza caucasica' nel referto medico), senza alcuna implicazione sociale o stereotipica. Non emergono battute, stereotipi, conflitti o narrazioni legate alla diversità etnica o al razzismo.;Non ci sono elementi di discriminazione, stereotipi o normalizzazione del pregiudizio, quindi non è possibile assegnare un punteggio negativo.;Non ci sono elementi di consapevolezza, impegno critico o analisi strutturale sulla questione razziale, quindi non è possibile assegnare un punteggio positivo.
L ALLIEVA;02;08;L allievaS02E08;15/11/2018;3;N/A;Nell'episodio non ci sono rappresentazioni, discussioni o riferimenti significativi a tematiche razziali, etniche o migratorie. I personaggi coinvolti nei dialoghi e nella trama principale sono italiani e le uniche menzioni a persone 'dell'est' o 'rom' avvengono in contesto di indagine poliziesca, senza che vengano sviluppati stereotipi, giudizi o dinamiche narrative legate al razzismo. Non emergono battute, pregiudizi o situazioni che coinvolgano la questione razziale secondo i criteri della scala.;Non sono presenti elementi discriminatori, stereotipi o normalizzazione di pregiudizi razziali, quindi non è applicabile un punteggio negativo.;Non ci sono scene, dialoghi o sottotrame che affrontino in alcun modo la questione del razzismo o della diversità etnica, quindi non è possibile assegnare un punteggio positivo.
L ALLIEVA;02;08;L allievaS02E08;15/11/2018;4;N/A;L'episodio non presenta alcun riferimento diretto o indiretto a razza, etnia, migranti, rom, o italiani di seconda generazione. I personaggi coinvolti sono identificati solo per nome o ruolo sociale/professionale, e le questioni affrontate riguardano esclusivamente dinamiche familiari, relazioni personali, e indagini di polizia. L'unico accenno etnico è la descrizione della vittima come 'razza caucasica' durante l'autopsia, che è una formula tecnica e non viene mai problematizzata o collegata a pregiudizi o stereotipi. Gli indiziati sono definiti 'cittadini dell'est' e 'di origine rom', ma queste informazioni sono usate esclusivamente per motivi investigativi, senza alcuna carica valoriale, giudizio morale, o stereotipizzazione.;Non ci sono battute, stereotipi, né normalizzazione o minimizzazione di pregiudizi razziali. Nessun personaggio fa commenti razzisti o discriminatori, né si osserva alcuna dinamica di esclusione o marginalizzazione su base etnica.;Non ci sono elementi di riconoscimento consapevole, impegno critico o analisi trasformativa sul tema del razzismo, perché il tema stesso è completamente assente dalla narrazione.
L ALLIEVA;02;08;L allievaS02E08;15/11/2018;5;N/A;L'episodio, stando ai sottotitoli forniti, non presenta riferimenti espliciti o impliciti a razza, etnia, migranti, rom o italiani di seconda generazione. I personaggi coinvolti e le dinamiche della trama ruotano intorno a questioni familiari, lavorative e di violenza domestica, senza alcun accenno a tematiche razziali o etniche.;Non si può assegnare un punteggio negativo perché non ci sono elementi di discriminazione, stereotipi o pregiudizi razziali di alcun tipo.;Non si può assegnare un punteggio positivo perché la questione razziale non viene affrontata in nessuna forma, né in modo critico né trasformativo.
L ALLIEVA;02;08;L allievaS02E08;15/11/2018;6;N/A;L'episodio non presenta alcun riferimento diretto o indiretto a razza, etnia, migranti, rom, o italiani di seconda generazione. I personaggi coinvolti e le dinamiche narrative ruotano esclusivamente attorno a questioni familiari, professionali, sentimentali e criminali (omicidio, violenza domestica), senza che la provenienza etnica o razziale abbia alcun ruolo tematico o dialogico. L'unico accenno all'origine dei sospettati ('dell'est', 'rom') è funzionale all'indagine poliziesca e non viene caricato di stereotipi, né tematizzato come questione razziale.;Non sono presenti elementi di discriminazione, stereotipi, battute o normalizzazione del pregiudizio razziale. L'assenza totale di riferimenti rende impossibile assegnare un punteggio negativo.;Non ci sono né riconoscimento consapevole, né impegno critico, né analisi strutturale del razzismo. L'argomento non viene affrontato, quindi non è possibile attribuire un punteggio positivo.
L ALLIEVA;02;08;L allievaS02E08;15/11/2018;7;N/A;L'episodio non presenta alcun riferimento diretto o indiretto a razza, etnia, migranti, rom, italiani di seconda generazione o questioni razziali. I personaggi coinvolti e le dinamiche narrative ruotano esclusivamente attorno a temi familiari, professionali e di violenza domestica, senza alcuna menzione o rappresentazione di discriminazione razziale o stereotipi etnici.;Non ci sono elementi che suggeriscano discriminazione o stereotipi razziali, né battute, né personaggi identificati per etnia o provenienza migratoria. L'assenza totale di riferimenti rende impossibile l'assegnazione di un punteggio negativo.;Non ci sono elementi di analisi, riconoscimento o critica del razzismo, né rappresentazioni di diversità etnica. L'episodio non affronta il tema, quindi non è possibile assegnare un punteggio positivo.
L ALLIEVA;02;08;L allievaS02E08;15/11/2018;8;N/A;L'episodio non presenta alcun riferimento diretto o indiretto a razza, etnia, migranti, rom, italiani di seconda generazione né a dinamiche di discriminazione razziale. I personaggi coinvolti e le vicende ruotano esclusivamente attorno a dinamiche familiari, professionali e relazionali, senza che la questione razziale venga mai evocata, né esplicitamente né implicitamente.;Non sono presenti elementi che possano essere interpretati come discriminazione razziale, stereotipi etnici o normalizzazione di pregiudizi. Nessun personaggio fa commenti o azioni che possano essere letti in chiave razzista.;Non ci sono riferimenti alla questione razziale, quindi non è possibile valutare un impegno critico o trasformativo sul tema. L'assenza totale di razza o etnia rende impossibile assegnare un punteggio positivo.
